"Name","Sweep","Runtime","State","Created","best_eval_top1","unc-module","n_few_shot","dataset","loss","model","lr","num-heads","initial-checkpoint","best_test_avg_downstream_auroc_correct","best_test_avg_downstream_auroc_correct_mixed","best_test_avg_downstream_auroc_ood","best_furthertest_avg_downstream_auroc_correct","best_test_avg_downstream_r1","best_furthertest_avg_downstream_r1","best_test_avg_downstream_croppedHasBiggerUnc","best_furthertest_avg_downstream_croppedHasBiggerUnc","best_eval_avg_downstream_auroc_correct","best_eval_avg_downstream_auroc_correct_mixed","best_eval_avg_downstream_auroc_ood","best_eval_avg_downstream_croppedHasBiggerUnc","best_eval_avg_downstream_r1","eval_avg_downstream_auroc_correct","eval_avg_downstream_croppedHasBiggerUnc","eval_avg_downstream_r1","best_eval_auroc_correct","best_eval_r1","eval_time_per_sample"
"pleasant-sweep-1","zjatgkeu","2595","finished","2023-08-14T20:48:11.000Z","44.804","jsd","","torch/imagenet","cross-entropy","resnet50dropout","0","","./output/train/20230512-105051696167-resnet50dropout-224/checkpoint-0.pth.tar","0.49016666666666664","0.6001528104146322","0.5120733280976614","","0.2242666666666667","","0.2995666666666667","","0.5141","0.5913845896720886","0.4960618317127228","0.318","0.2381666666666667","0.5141","0.318","0.2381666666666667","0.6929","0.2799","1.6891035013580322"
"revived-sweep-1","apnmy54t","1557","finished","2023-08-14T20:46:06.000Z","73.042","pred-net","","torch/imagenet","hib","resnet50","0","","./output/train/20230522-153045980987-resnet50-224/checkpoint-3.pth.tar","0.5398666666666666","0.576542317867279","0.4730488359928131","","0.34526666666666667","","0.5756333333333333","","0.5539333333333333","0.5939832329750061","0.492371678352356","0.5766","0.3499333333333334","0.5539333333333333","0.5766","0.3499333333333334","0.6384","0.6076","0.35944742820739745"
"balmy-sweep-2","zvf3wpeh","1086","finished","2023-08-14T20:45:04.000Z","71.332","class-entropy","","torch/imagenet","cross-entropy","resnet50hetxl","0","","./output/train/20230602-173851131478-resnet50hetxl-224/checkpoint-10.pth.tar","0.5132","0.7171453436215719","0.6974176367123922","","0.28343333333333337","","0.6828666666666666","","0.5403","0.7043578624725342","0.6800264716148376","0.6965333333333333","0.31493333333333334","0.5403","0.6965333333333333","0.31493333333333334","0.8082","0.6208","0.2848162252807617"
"silver-sweep-1","wkrzuhkg","1569","finished","2023-08-14T20:44:32.000Z","78.382","class-entropy","","torch/imagenet","cross-entropy","resnet50sngp","0","","./output/train/20230522-110728874097-resnet50sngp-224/checkpoint-16.pth.tar","0.5116","0.7144902944564819","0.7200891375541687","","0.3159666666666667","","0.6856666666666666","","0.5464333333333333","0.7015000184377035","0.6964790026346842","0.6839333333333334","0.3429666666666667","0.5464333333333333","0.6839333333333334","0.3429666666666667","0.802","0.7266","0.47555957664489745"
"zany-sweep-2","4f7hi4hx","914","finished","2023-08-14T20:43:57.000Z","64.692","pred-net","","torch/imagenet","nivmf","vit_medium_patch16_gap_256","0","","./output/train/20230703-100044256912-vit_medium_patch16_gap_256-256/checkpoint-6.pth.tar","0.5330666666666667","0.48236321409543353","0.42479215065638226","","0.481","","0.7682000000000001","","0.5378","0.4979119698206584","0.4187110861142476","0.7622","0.47396666666666665","0.5378","0.7622","0.47396666666666665","0.4508","0.5565","0.1545912937927246"
"jumping-sweep-1","yeatdfjo","1657","finished","2023-08-14T20:42:47.000Z","65.028","class-entropy","","torch/imagenet","cross-entropy","resnet50","0","","./output/train/20230518-185202899590-resnet50-224/checkpoint-9.pth.tar","0.516","0.6511218349138895","0.6777569055557251","","0.3834666666666667","","0.6828333333333333","","0.5326666666666666","0.6399656534194946","0.6583617925643921","0.6914333333333333","0.3940666666666666","0.5326666666666666","0.6914333333333333","0.3940666666666666","0.7653","0.5343","0.4702314315032959"
"daily-sweep-2","sc7jllki","1717","finished","2023-08-14T20:42:32.000Z","63.22","class-entropy","","torch/imagenet","cross-entropy","vit_medium_patch16_gap_256dropout","0","","./output/train/20230703-111733232268-vit_medium_patch16_gap_256dropout-256/checkpoint-6.pth.tar","0.5188","0.6595187385876974","0.6696897546450297","","0.4751","","0.6505000000000001","","0.5445666666666668","0.6583102941513062","0.6421609123547872","0.6688000000000001","0.4773333333333334","0.5445666666666668","0.6688000000000001","0.4773333333333334","0.7859","0.5751","1.2300143005371094"
"decent-sweep-2","zsvvbuxj","908","finished","2023-08-14T20:40:55.000Z","81.738","class-entropy","","torch/imagenet","cross-entropy","vit_medium_patch16_gap_256hetxl","0","","./output/train/20230602-173544815196-vit_medium_patch16_gap_256hetxl-256/checkpoint-1.pth.tar","0.5245000000000001","0.691739539305369","0.8103389342625936","","0.5135","","0.6502333333333333","","0.5419999999999999","0.6832245588302612","0.7634802063306173","0.6440333333333333","0.4847","0.5419999999999999","0.6440333333333333","0.4847","0.7961","0.7966","0.3081088123321533"
"copper-sweep-3","bslnnctm","0","crashed","2023-08-14T20:40:22.000Z","","class-entropy","","","cross-entropy","vit_medium_patch16_gap_256","","","./output/train/20230515-201905253598-vit_medium_patch16_gap_256-256/checkpoint-6.pth.tar","","","","","","","","","","","","","","","","","","",""
"pretty-sweep-3","7ivfjh36","929","finished","2023-08-14T20:39:53.000Z","46.818","class-entropy","","torch/imagenet","cross-entropy","vit_medium_patch16_gap_256","0","10","./output/train/20230703-103227707171-vit_medium_patch16_gap_256-256/checkpoint-5.pth.tar","0.5311","0.6454164783159891","0.5099285145600637","","0.4108333333333334","","0.7683333333333332","","0.5430333333333334","0.6408205429712931","0.4832088549931844","0.7666666666666666","0.41146666666666665","0.5430333333333334","0.7666666666666666","0.41146666666666665","0.7567","0.4059","0.305036834564209"
